Performance in MLUPS: 34.090769059297486
         8644773 function calls (8567363 primitive calls) in 49.019 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      440    0.001    0.000    0.009    0.000 E:\Bao\Conda\envs\lettuce\lib\site-packages\matplotlib\backends\backend_pdf.py:839(output)
  690/626    0.001    0.000    0.005    0.000 E:\Bao\Conda\envs\lettuce\lib\contextlib.py:123(__exit__)
     1085    0.001    0.000    0.001    0.000 E:\Bao\Conda\envs\lettuce\lib\enum.py:358(__call__)
       76    0.001    0.000    0.002    0.000 E:\Bao\Conda\envs\lettuce\lib\site-packages\matplotlib\_api\__init__.py:280(warn_external)
      944    0.001    0.000    0.002    0.000 E:\Bao\Conda\envs\lettuce\lib\site-packages\matplotlib\backends\backend_pdf.py:563(write)
      111    0.001    0.000    0.001    0.000 E:\Bao\Conda\envs\lettuce\lib\ntpath.py:124(splitdrive)
       31    0.001    0.000    0.001    0.000 {method 'draw_glyphs_to_bitmap' of 'matplotlib.ft2font.FT2Font' objects}
     1212    0.001    0.000    0.001    0.000 E:\Bao\Conda\envs\lettuce\lib\site-packages\numpy\core\_dtype.py:24(_kind_name)
       24    0.001    0.000    0.001    0.000 {method 'roll' of 'torch._C._TensorBase' objects}
   150/24    0.001    0.000    0.001    0.000 E:\Bao\Conda\envs\lettuce\lib\sre_compile.py:71(_compile)
        5    0.001    0.000    0.001    0.000 {built-in method nt._getfinalpathname}
      190    0.001    0.000    0.002    0.000 E:\Bao\Conda\envs\lettuce\lib\site-packages\matplotlib\path.py:99(__init__)
      541    0.001    0.000    0.001    0.000 {method 'reshape' of 'numpy.ndarray' objects}
     2190    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
     5494    0.001    0.000    0.001    0.000 {method 'lower' of 'str' objects}
      104    0.001    0.000    0.001    0.000 E:\Bao\Conda\envs\lettuce\lib\site-packages\matplotlib\transforms.py:637(translated)
      369    0.001    0.000    0.001    0.000 E:\Bao\Conda\envs\lettuce\lib\site-packages\matplotlib\cbook\__init__.py:872(get_siblings)
      440    0.001    0.000    0.005    0.000 E:\Bao\Conda\envs\lettuce\lib\site-packages\matplotlib\backends\backend_pdf.py:840(<listcomp>)
     1107    0.001    0.000    0.001    0.000 E:\Bao\Conda\envs\lettuce\lib\site-packages\matplotlib\_api\__init__.py:101(check_in_list)
      512    0.001    0.000    0.018    0.000 E:\Bao\Conda\envs\lettuce\lib\site-packages\matplotlib\backends\backend_pdf.py:1141(get_char_width)
     1362    0.001    0.000    0.001    0.000 E:\Bao\Conda\envs\lettuce\lib\site-packages\matplotlib\font_manager.py:1304(<genexpr>)
     1811    0.000    0.000    0.000    0.000 E:\Bao\Conda\envs\lettuce\lib\sre_parse.py:233(__next)
        2    0.000    0.000    0.000    0.000 {method 'get_charmap' of 'matplotlib.ft2font.FT2Font' objects}
       25    0.000    0.000    0.001    0.000 {method 'draw_markers' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
       21    0.000    0.000    0.016    0.001 E:\Bao\Conda\envs\lettuce\lib\site-packages\matplotlib\axis.py:57(__init__)
      226    0.000    0.000    0.006    0.000 E:\Bao\Conda\envs\lettuce\lib\site-packages\matplotlib\transforms.py:1480(transform)
 1483/904    0.000    0.000    0.002    0.000 {built-in method builtins.hash}
       32    0.000    0.000    0.002    0.000 E:\Bao\Conda\envs\lettuce\lib\site-packages\matplotlib\ticker.py:787(_set_format)
      786    0.000    0.000    0.002    0.000 E:\Bao\Conda\envs\lettuce\lib\site-packages\matplotlib\colors.py:106(_is_nth_color)
