         8590575 function calls (8514291 primitive calls) in 410.315 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    20002  129.500    0.006  165.899    0.008 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\equilibrium.py:15(__call__)
    10000   69.755    0.007  250.012    0.025 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\collision.py:22(__call__)
   110000   47.167    0.000   47.167    0.000 {built-in method where}
    80143   36.230    0.000   36.230    0.000 {built-in method einsum}
        1   27.869   27.869  406.610  406.610 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\simulation.py:65(step)
    40239   15.330    0.000   15.330    0.000 {built-in method sum}
    10000   14.786    0.001   27.959    0.003 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\boundary.py:32(__call__)
   100109   11.424    0.000   11.424    0.000 {method 'pow' of 'torch._C._TensorBase' objects}
    20002    9.097    0.000    9.097    0.000 {built-in method tensordot}
    10000    8.667    0.001    8.667    0.001 {built-in method ones_like}
    20125    8.253    0.000   28.233    0.001 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\lattices.py:69(u)
    80000    7.606    0.000    7.606    0.000 {built-in method roll}
    10000    4.230    0.000   41.099    0.004 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\boundary.py:54(__call__)
    10000    2.816    0.000   23.513    0.002 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\boundary.py:116(__call__)
      606    2.567    0.004    3.709    0.006 C:\Users\yukar\anaconda3\lib\site-packages\pyevtk\evtk.py:74(writeArrayToFile)
    10000    2.247    0.000   17.171    0.002 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\streaming.py:33(__call__)
    70142    1.069    0.000   38.364    0.001 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\lattices.py:102(einsum)
    80000    1.044    0.000    8.907    0.000 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\streaming.py:42(_stream)
150286/80143    0.947    0.000   37.510    0.000 C:\Users\yukar\anaconda3\lib\site-packages\torch\functional.py:159(einsum)
     1224    0.945    0.001    0.945    0.001 {built-in method _struct.pack}
    10000    0.796    0.000    0.796    0.000 {built-in method frobenius_norm}
   150801    0.689    0.000    0.759    0.000 C:\Users\yukar\anaconda3\lib\site-packages\shapely\geometry\point.py:244(geos_point_from_py)
    10001    0.625    0.000    0.755    0.000 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\unit.py:96(convert_pressure_to_lu)
