         8590575 function calls (8514291 primitive calls) in 411.263 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    20002  128.412    0.006  162.131    0.008 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\equilibrium.py:15(__call__)
    10000   69.736    0.007  246.555    0.025 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\collision.py:22(__call__)
   110000   45.132    0.000   45.132    0.000 {built-in method where}
    80143   33.946    0.000   33.946    0.000 {built-in method einsum}
        1   32.622   32.622  407.392  407.392 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\simulation.py:65(step)
    40239   16.664    0.000   16.664    0.000 {built-in method sum}
    10000   14.835    0.001   27.274    0.003 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\boundary.py:32(__call__)
   100109   10.136    0.000   10.136    0.000 {method 'pow' of 'torch._C._TensorBase' objects}
    20125    8.837    0.000   29.877    0.001 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\lattices.py:69(u)
    20002    8.641    0.000    8.641    0.000 {built-in method tensordot}
    80000    8.111    0.000    8.111    0.000 {built-in method roll}
    10000    7.089    0.001    7.089    0.001 {built-in method ones_like}
    10000    5.370    0.001   38.596    0.004 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\boundary.py:54(__call__)
    10000    3.062    0.000   25.659    0.003 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\boundary.py:116(__call__)
      606    2.722    0.004    3.951    0.007 C:\Users\yukar\anaconda3\lib\site-packages\pyevtk\evtk.py:74(writeArrayToFile)
    10000    2.359    0.000   18.061    0.002 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\streaming.py:33(__call__)
    70142    1.117    0.000   36.130    0.001 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\lattices.py:102(einsum)
    80000    1.107    0.000    9.493    0.000 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\streaming.py:42(_stream)
150286/80143    1.020    0.000   35.286    0.000 C:\Users\yukar\anaconda3\lib\site-packages\torch\functional.py:159(einsum)
     1224    0.998    0.001    0.998    0.001 {built-in method _struct.pack}
    10000    0.825    0.000    0.825    0.000 {built-in method frobenius_norm}
    10001    0.684    0.000    0.825    0.000 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\unit.py:96(convert_pressure_to_lu)
   150801    0.675    0.000    0.741    0.000 C:\Users\yukar\anaconda3\lib\site-packages\shapely\geometry\point.py:244(geos_point_from_py)
  1206416    0.611    0.000    0.611    0.000 C:\Users\yukar\anaconda3\lib\site-packages\shapely\geometry\base.py:245(__setattr__)
    40228    0.511    0.000   17.174    0.000 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\lattices.py:61(rho)
   150801    0.349    0.000    0.577    0.000 C:\Users\yukar\anaconda3\lib\site-packages\shapely\predicates.py:11(__call__)
    20002    0.337    0.000    9.061    0.000 C:\Users\yukar\anaconda3\lib\site-packages\torch\functional.py:949(tensordot)
   301604    0.305    0.000    0.632    0.000 C:\Users\yukar\anaconda3\lib\site-packages\shapely\geometry\base.py:191(_empty)
    10001    0.262    0.000    1.240    0.000 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\unit.py:83(convert_pressure_pu_to_density_lu)
   150801    0.251    0.000    1.633    0.000 C:\Users\yukar\anaconda3\lib\site-packages\shapely\geometry\point.py:38(__init__)
    80343    0.225    0.000    0.225    0.000 {built-in method numpy.arange}
        1    0.212    0.212    3.125    3.125 C:\Users\yukar\PycharmProjects\CSCI596\flow2D.py:65(setPolygonObstacle)
    10001    0.204    0.000    0.215    0.000 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\unit.py:60(convert_velocity_to_lu)
   100109    0.201    0.000   10.381    0.000 C:\Users\yukar\anaconda3\lib\site-packages\torch\_tensor.py:25(wrapped)
   140372    0.195    0.000    0.195    0.000 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\lattices.py:35(D)
   657340    0.174    0.000    0.176    0.000 {built-in method builtins.isinstance}
1316193/1316064    0.151    0.000    0.151    0.000 {built-in method builtins.len}
   150801    0.136    0.000    0.742    0.000 C:\Users\yukar\anaconda3\lib\site-packages\shapely\geometry\base.py:809(within)
    40220    0.135    0.000    0.135    0.000 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\unit.py:33(characteristic_velocity_lu)
      103    0.132    0.001    0.132    0.001 {built-in method io.open}
    14382    0.131    0.000    0.131    0.000 {built-in method numpy.array}
   150802    0.126    0.000    0.534    0.000 C:\Users\yukar\anaconda3\lib\site-packages\shapely\geometry\base.py:240(_set_geom)
   140468    0.124    0.000    0.124    0.000 {method 'split' of 'str' objects}
   301602    0.120    0.000    0.180    0.000 C:\Users\yukar\anaconda3\lib\site-packages\shapely\topology.py:17(_validate)
      786    0.117    0.000    0.117    0.000 {method 'ravel' of 'numpy.ndarray' objects}
   110145    0.110    0.000    0.208    0.000 C:\Users\yukar\anaconda3\lib\site-packages\torch\_VF.py:25(__getattr__)
     9642    0.105    0.000    0.105    0.000 {method 'write' of '_io.BufferedWriter' objects}
   150802    0.101    0.000    0.537    0.000 C:\Users\yukar\anaconda3\lib\site-packages\shapely\geometry\base.py:208(__del__)
   120420    0.101    0.000    0.103    0.000 {built-in method builtins.getattr}
    10001    0.096    0.000    4.799    0.000 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\simulation.py:84(_report)
   250395    0.086    0.000    0.086    0.000 {built-in method torch._C._has_torch_function}
    62673    0.079    0.000    0.079    0.000 {method 'endswith' of 'str' objects}
    20002    0.079    0.000    0.144    0.000 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\unit.py:71(convert_time_to_pu)
    20125    0.077    0.000   11.944    0.001 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\lattices.py:65(j)
        1    0.077    0.077    0.077    0.077 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\backends\backend_qt5.py:96(_create_qApp)
    10000    0.074    0.000    0.930    0.000 C:\Users\yukar\anaconda3\lib\site-packages\torch\functional.py:1315(norm)
   603204    0.065    0.000    0.065    0.000 C:\Users\yukar\anaconda3\lib\site-packages\shapely\geometry\base.py:228(_geom)
      102    0.061    0.001    0.062    0.001 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\unit.py:57(convert_velocity_to_pu)
    10102    0.060    0.000    0.119    0.000 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\unit.py:41(characteristic_pressure_lu)
   305820    0.047    0.000    0.048    0.000 {built-in method builtins.hasattr}
    10001    0.041    0.000    4.499    0.000 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\reporters.py:52(__call__)
        1    0.039    0.039    0.039    0.039 {built-in method sizeHint}
   160000    0.038    0.000    0.038    0.000 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\streaming.py:25(no_stream_mask)
    70451    0.035    0.000    0.035    0.000 {method 'join' of 'str' objects}
        4    0.029    0.007    0.030    0.007 {built-in method matplotlib._image.resample}
   150801    0.028    0.000    0.028    0.000 C:\Users\yukar\anaconda3\lib\site-packages\shapely\impl.py:56(__getitem__)
    10000    0.027    0.000    0.027    0.000 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\lattices.py:39(Q)
        8    0.027    0.003    0.028    0.003 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\backends\backend_qt5.py:699(_icon)
        1    0.024    0.024    0.024    0.024 C:\Users\yukar\PycharmProjects\CSCI596\flow2D.py:32(setSquareObstacle)
    10102    0.024    0.000    0.024    0.000 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\unit.py:37(characteristic_pressure_pu)
   150801    0.020    0.000    0.020    0.000 C:\Users\yukar\anaconda3\lib\site-packages\shapely\geos.py:573(errcheck_predicate)
        1    0.020    0.020    0.020    0.020 {method 'quantize' of 'ImagingCore' objects}
    10001    0.018    0.000    0.061    0.000 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\reporters.py:135(__call__)
        1    0.018    0.018    0.093    0.093 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\backends\backend_qt5.py:530(__init__)
      103    0.017    0.000    0.017    0.000 {method 'close' of '_io.BufferedWriter' objects}
      512    0.017    0.000    0.017    0.000 {method 'load_char' of 'matplotlib.ft2font.FT2Font' objects}
      101    0.016    0.000    0.029    0.000 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\unit.py:79(convert_density_lu_to_pressure_pu)
2771/2459    0.016    0.000    0.163    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
      149    0.015    0.000    0.015    0.000 {method 'set_text' of 'matplotlib.ft2font.FT2Font' objects}
       16    0.013    0.001    0.013    0.001 {built-in method tensor}
    20002    0.011    0.000    0.011    0.000 {built-in method torch._C._has_torch_function_variadic}
      101    0.010    0.000    0.011    0.000 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\unit.py:93(convert_pressure_to_pu)
        2    0.008    0.004    0.008    0.004 {method 'encode' of 'ImagingEncoder' objects}
      653    0.008    0.000    0.012    0.000 C:\Users\yukar\anaconda3\lib\inspect.py:2907(_bind)
        2    0.008    0.004    0.031    0.015 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\font_manager.py:1311(_findfont_cached)
        6    0.007    0.001    0.007    0.001 C:\Users\yukar\anaconda3\lib\site-packages\numpy\ma\core.py:215(_get_dtype_of)
      108    0.006    0.000    0.006    0.000 {method 'get_glyph_name' of 'matplotlib.ft2font.FT2Font' objects}
        4    0.006    0.002    0.006    0.002 C:\Users\yukar\anaconda3\lib\site-packages\numpy\linalg\linalg.py:476(inv)
       13    0.006    0.000    0.006    0.000 {built-in method io.open_code}
      606    0.006    0.000    3.961    0.007 C:\Users\yukar\anaconda3\lib\site-packages\pyevtk\vtk.py:572(appendData)
    10000    0.006    0.000    0.006    0.000 {method 'dim' of 'torch._C._TensorBase' objects}
       45    0.006    0.000    0.006    0.000 {built-in method nt.stat}
       39    0.005    0.000    0.006    0.000 {method 'draw_path' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
       34    0.005    0.000    0.005    0.000 C:\Users\yukar\anaconda3\lib\site-packages\numpy\core\_methods.py:105(_clip_dep_invoke_with_casting)
     1728    0.005    0.000    0.006    0.000 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\font_manager.py:1188(score_stretch)
     1275    0.005    0.000    0.005    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        1    0.005    0.005    0.070    0.070 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\simulation.py:27(__init__)
     1728    0.005    0.000    0.007    0.000 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\font_manager.py:1130(score_family)
2970/1828    0.004    0.000    0.009    0.000 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\backends\backend_pdf.py:249(pdfRepr)
      201    0.004    0.000    0.004    0.000 {method 'load_glyph' of 'matplotlib.ft2font.FT2Font' objects}
        1    0.004    0.004    0.035    0.035 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\backends\backend_qt5.py:647(__init__)
     9359    0.004    0.000    0.006    0.000 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\__init__.py:604(__getitem__)
     1212    0.004    0.000    0.013    0.000 C:\Users\yukar\anaconda3\lib\site-packages\numpy\core\_dtype.py:321(_name_get)
        1    0.004    0.004    0.031    0.031 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\simulation.py:123(initialize_f_neq)
        2    0.004    0.002    0.004    0.002 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\font_manager.py:1403(_get_font)
       11    0.004    0.000    0.040    0.004 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\lattices.py:73(incompressible_energy)
       13    0.004    0.000    0.004    0.000 {method 'read' of '_io.BufferedReader' objects}
        2    0.004    0.002    0.012    0.006 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\backends\backend_pdf.py:564(_get_pdf_charprocs)
        4    0.003    0.001    0.003    0.001 {method 'take' of 'numpy.ndarray' objects}
     1363    0.003    0.000    0.003    0.000 {method 'copy' of 'numpy.ndarray' objects}
5701/4469    0.003    0.000    0.006    0.000 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\artist.py:241(stale)
     1111    0.003    0.000    0.004    0.000 C:\Users\yukar\anaconda3\lib\site-packages\pyevtk\xml.py:115(addAttributes)
      606    0.003    0.000    0.015    0.000 C:\Users\yukar\anaconda3\lib\site-packages\pyevtk\vtk.py:520(addData)
      154    0.003    0.000    0.042    0.000 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\lines.py:744(draw)
        1    0.003    0.003    0.003    0.003 C:\Users\yukar\PycharmProjects\CSCI596\flow2D.py:46(setCylinderObstacle)
        1    0.003    0.003  407.426  407.426 C:\Users\yukar\PycharmProjects\CSCI596\flow2D.py:136(simulationOutput)
      101    0.003    0.000    4.144    0.041 C:\Users\yukar\anaconda3\lib\site-packages\pyevtk\hl.py:187(gridToVTK)
      166    0.003    0.000    0.060    0.000 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\text.py:287(_get_layout)
        1    0.003    0.003    0.003    0.003 {method 'any' of 'torch._C._TensorBase' objects}
        2    0.003    0.001    0.057    0.029 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\image.py:307(_make_image)
      101    0.002    0.000    4.148    0.041 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\reporters.py:31(write_vtk)
        1    0.002    0.002    0.004    0.004 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\boundary.py:126(make_no_stream_mask)
        2    0.002    0.001    0.002    0.001 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\unit.py:102(convert_length_to_lu)
      128    0.002    0.000    0.034    0.000 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\text.py:665(draw)
    10016    0.002    0.000    0.002    0.000 {built-in method torch._C._has_torch_function_unary}
      319    0.002    0.000    0.010    0.000 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\artist.py:1038(update)
        8    0.002    0.000    0.002    0.000 {built-in method addAction}
        1    0.002    0.002    0.003    0.003 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\boundary.py:71(__init__)
     1212    0.002    0.000    0.003    0.000 C:\Users\yukar\anaconda3\lib\site-packages\pyevtk\xml.py:57(openElement)
     1226    0.002    0.000    0.005    0.000 C:\Users\yukar\anaconda3\lib\site-packages\numpy\core\numerictypes.py:359(issubdtype)
      751    0.002    0.000    0.003    0.000 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\font_manager.py:697(__hash__)
      122    0.002    0.000    0.010    0.000 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\lines.py:660(recache)
     1728    0.002    0.000    0.006    0.000 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\font_manager.py:1206(score_weight)
        2    0.002    0.001    0.012    0.006 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\colors.py:588(__call__)
     2452    0.002    0.000    0.003    0.000 C:\Users\yukar\anaconda3\lib\site-packages\numpy\core\numerictypes.py:285(issubclass_)
     1212    0.002    0.000    0.003    0.000 C:\Users\yukar\anaconda3\lib\site-packages\pyevtk\xml.py:67(closeElement)
       96    0.002    0.000    0.005    0.000 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\backends\backend_pdf.py:2517(delta)
      632    0.002    0.000    0.003    0.000 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\backends\backend_pdf.py:97(fill)
     1212    0.002    0.000    0.007    0.000 C:\Users\yukar\anaconda3\lib\site-packages\numpy\core\_dtype.py:307(_name_includes_bit_suffix)
    390/4    0.002    0.000    0.276    0.069 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\artist.py:33(draw_wrapper)
      118    0.002    0.000    0.002    0.000 {built-in method matplotlib._path.convert_to_string}
        2    0.002    0.001    0.004    0.002 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\util.py:36(torch_gradient)
      610    0.002    0.000    0.119    0.000 C:\Users\yukar\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:1716(ravel)
      606    0.002    0.000    0.007    0.000 C:\Users\yukar\anaconda3\lib\site-packages\pyevtk\vtk.py:478(addHeader)
        1    0.002    0.002    0.002    0.002 {built-in method zeros}
      103    0.002    0.000    0.003    0.000 C:\Users\yukar\anaconda3\lib\ntpath.py:450(normpath)
        1    0.002    0.002    0.080    0.080 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\backends\backend_qt5.py:211(__init__)
      934    0.002    0.000    0.003    0.000 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:2094(_setattr_cm)
  653/136    0.002    0.000    0.380    0.003 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\_api\deprecation.py:404(wrapper)
       13    0.002    0.000    0.002    0.000 {built-in method marshal.loads}
     9365    0.002    0.000    0.002    0.000 {function RcParams.__getitem__ at 0x000002331361DD30}
      387    0.001    0.000    0.002    0.000 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\_api\__init__.py:64(check_isinstance)
      610    0.001    0.000    0.122    0.000 <__array_function__ internals>:2(ravel)
        3    0.001    0.000    0.001    0.000 {built-in method cat}
       31    0.001    0.000    0.002    0.000 {method 'draw_text_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
    36/33    0.001    0.000    0.003    0.000 {built-in method builtins.__build_class__}
      413    0.001    0.000    0.001    0.000 {method 'astype' of 'numpy.ndarray' objects}
      606    0.001    0.000    0.003    0.000 C:\Users\yukar\anaconda3\lib\site-packages\pyevtk\evtk.py:57(writeBlockSize)
        1    0.001    0.001    0.001    0.001 {shapely.speedups._speedups.geos_linearring_from_py}
      926    0.001    0.000    0.001    0.000 {method 'compress' of 'zlib.Compress' objects}
        1    0.001    0.001    0.001    0.001 {method 'getcolors' of 'ImagingCore' objects}
      249    0.001    0.000    0.004    0.000 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\backend_bases.py:751(__init__)
     4951    0.001    0.000    0.001    0.000 {built-in method builtins.issubclass}
      705    0.001    0.000    0.004    0.000 C:\Users\yukar\anaconda3\lib\site-packages\numpy\core\fromnumeric.py:70(_wrapreduction)
      112    0.001    0.000    0.064    0.001 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\text.py:864(get_window_extent)
      101    0.001    0.000    0.135    0.001 C:\Users\yukar\anaconda3\lib\site-packages\pyevtk\vtk.py:260(__init__)
      101    0.001    0.000    3.947    0.039 C:\Users\yukar\anaconda3\lib\site-packages\pyevtk\hl.py:80(_appendDataToFile)
  342/242    0.001    0.000    0.005    0.000 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\transforms.py:2401(get_affine)
  920/290    0.001    0.000    0.002    0.000 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\transforms.py:180(_invalidate_internal)
        1    0.001    0.001    0.002    0.002 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\flows\obstacle.py:67(initial_solution)
       24    0.001    0.000    0.001    0.000 {method 'roll' of 'torch._C._TensorBase' objects}
      334    0.001    0.000    0.003    0.000 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\transforms.py:780(__init__)
     5360    0.001    0.000    0.006    0.000 {built-in method builtins.next}
      667    0.001    0.000    0.003    0.000 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\transforms.py:1867(__init__)
      314    0.001    0.000    0.001    0.000 {method 'detach' of 'torch._C._TensorBase' objects}
       64    0.001    0.000    0.010    0.000 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\lines.py:276(__init__)
     1152    0.001    0.000    0.002    0.000 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\transforms.py:1750(__init__)
       52    0.001    0.000    0.001    0.000 {built-in method numpy.zeros}
     3917    0.001    0.000    0.002    0.000 {built-in method _abc._abc_instancecheck}
     6333    0.001    0.000    0.003    0.000 {method 'encode' of 'str' objects}
    11329    0.001    0.000    0.001    0.000 C:\Users\yukar\anaconda3\lib\inspect.py:2558(kind)
      200    0.001    0.000    0.002    0.000 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\cbook\__init__.py:1726(normalize_kwargs)
       32    0.001    0.000    0.016    0.000 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\ticker.py:2202(_raw_ticks)
      315    0.001    0.000    0.001    0.000 {method 'numpy' of 'torch._C._TensorBase' objects}
      101    0.001    0.000    0.008    0.000 C:\Users\yukar\anaconda3\lib\site-packages\pyevtk\hl.py:44(_addDataToFile)
        1    0.001    0.001    0.001    0.001 {built-in method PIL._imaging.fill}
      108    0.001    0.000    0.001    0.000 C:\Users\yukar\anaconda3\lib\site-packages\numpy\lib\stride_tricks.py:339(_broadcast_to)
      160    0.001    0.000    0.004    0.000 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\font_manager.py:638(__init__)
      145    0.001    0.000    0.002    0.000 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\artist.py:99(__init__)
     5726    0.001    0.000    0.001    0.000 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\artist.py:822(get_animated)
     3917    0.001    0.000    0.003    0.000 C:\Users\yukar\anaconda3\lib\abc.py:117(__instancecheck__)
      489    0.001    0.000    0.001    0.000 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\backends\backend_pdf.py:353(__init__)
     1302    0.001    0.000    0.002    0.000 {built-in method builtins.any}
     1250    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
      211    0.001    0.000    0.035    0.000 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\font_manager.py:1248(findfont)
     1728    0.001    0.000    0.002    0.000 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\font_manager.py:1122(_expand_aliases)
      369    0.001    0.000    0.001    0.000 C:\Users\yukar\anaconda3\lib\site-packages\matplotlib\transforms.py:207(set_children)
        1    0.001    0.001    0.005    0.005 C:\Users\yukar\PycharmProjects\CSCI596\lettuce\flows\obstacle.py:83(boundaries)
