Performance in MLUPS: 34.10234099847112
         8644745 function calls (8567335 primitive calls) in 49.052 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.004    0.004    0.004    0.004 {built-in method sizeHint}
    10177    0.004    0.000    0.005    0.000 E:\Bao\Conda\envs\lettuce\lib\site-packages\matplotlib\__init__.py:653(__getitem__)
2970/1836    0.004    0.000    0.008    0.000 E:\Bao\Conda\envs\lettuce\lib\site-packages\matplotlib\backends\backend_pdf.py:251(pdfRepr)
      606    0.004    0.000    2.701    0.004 E:\Bao\Conda\envs\lettuce\lib\site-packages\pyevtk\vtk.py:572(appendData)
      647    0.004    0.000    0.004    0.000 {built-in method builtins.eval}
      729    0.004    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:91(_path_join)
       39    0.004    0.000    0.004    0.000 {method 'draw_path' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
      115    0.003    0.000    0.003    0.000 {method 'read' of '_io.BufferedReader' objects}
     1181    0.003    0.000    0.003    0.000 {method 'reduce' of 'numpy.ufunc' objects}
    10000    0.003    0.000    0.003    0.000 {method 'dim' of 'torch._C._TensorBase' objects}
      101    0.003    0.000    0.004    0.000 E:\BaoFile\lettuce-master\lettuce\unit.py:93(convert_pressure_to_pu)
     1376    0.003    0.000    0.003    0.000 {method 'copy' of 'numpy.ndarray' objects}
     1212    0.003    0.000    0.009    0.000 E:\Bao\Conda\envs\lettuce\lib\site-packages\numpy\core\_dtype.py:321(_name_get)
        2    0.003    0.002    0.010    0.005 E:\Bao\Conda\envs\lettuce\lib\site-packages\matplotlib\backends\backend_pdf.py:581(_get_pdf_charprocs)
5655/4485    0.003    0.000    0.005    0.000 E:\Bao\Conda\envs\lettuce\lib\site-packages\matplotlib\artist.py:290(stale)
        4    0.003    0.001    0.003    0.001 {method 'take' of 'numpy.ndarray' objects}
     1111    0.003    0.000    0.003    0.000 E:\Bao\Conda\envs\lettuce\lib\site-packages\pyevtk\xml.py:115(addAttributes)
      101    0.003    0.000    0.007    0.000 E:\BaoFile\lettuce-master\lettuce\unit.py:79(convert_density_lu_to_pressure_pu)
      102    0.002    0.000    0.002    0.000 E:\BaoFile\lettuce-master\lettuce\unit.py:57(convert_velocity_to_pu)
      154    0.002    0.000    0.032    0.000 E:\Bao\Conda\envs\lettuce\lib\site-packages\matplotlib\lines.py:722(draw)
